subjectId,assignmentId,hitId,turkSubmitTo,timestamp,completionCode
HRV_0001,testAssignment18378,testHIT66177,www.calkins.psych.columbia.edu,2022-07-15 13:58:50,gCazlrCjzkH5A8ZS
HRV_0002,testAssignment88639,testHIT33503,www.calkins.psych.columbia.edu,2022-07-15 14:06:55,DenBZBWRPjFwgWkg
HRV_0003,3OS4RQUCRAPA6V4F0NCCR4HM4GFFBX,3W0KKJIARRJZXZ0S8KEXRVN2AOKK8Z,https://www.mturk.com,2022-11-30 17:20:24,Tvwu9CN5hMnxo3nK
HRV_0004,3X66WABAJXSBH0WXWE3OR6JMH323GT,33W1NHWFYHVDKER2BJS25672SAITZJ,https://www.mturk.com,2022-11-30 17:20:29,u3URtBUMCTOZfXml
HRV_0005,3TOK3KHVJUSHAWEIM9JM9W44DREO75,375VSR8FVWJ04ZEA7UN75R6K4PLRZ4,https://www.mturk.com,2022-11-30 17:20:29,dS8XRertVjHKlxPC
HRV_0006,3Z3ZLGNNSJ42UPQBZA80LKNONQB3QO,3RTFSSG7T8GL76ESRN64KB33HVSWLT,https://www.mturk.com,2022-11-30 17:20:29,PBdpVI7lizDJ27hS
HRV_0007,3QIYRE09Y4RLHPZ4WE20TXDMKV9N1S,33W1NHWFYHVDKER2BJS25672SAITZJ,https://www.mturk.com,2022-11-30 17:20:30,iSj4T2cuf6Wrjyvo
HRV_0008,3ZY8KE4ISKDM6YSUJKE64FF7EA3QV7,3CKVGCS3PGFF3T8XIPAKP28U8KLS01,https://www.mturk.com,2022-11-30 17:20:33,Bxza68ExAR4zbvaP
HRV_0009,3I7DHKZYGOA8HFN6ZDLZOIHUUKTF5W,3X52SWXE0XFS42KMEAD5HSDGNMECWT,https://www.mturk.com,2022-11-30 17:20:33,VurfZAjYDVw0r5pE
HRV_0010,3LO69W1SU4NSX4MM2K7ONSD3HPSGLJ,3BDORL6HKKNNW630FG3ZUT5ZV7ZCRQ,https://www.mturk.com,2022-11-30 17:20:34,2PatQ6wRxflNKbEH
HRV_0011,39JEC7537VBICXIBE2DBKAQQAV2VC7,3P7RGTLO6ENDGNT75IYBNMTX0CKKA3,https://www.mturk.com,2022-11-30 17:20:37,4OpkrlyvlE49Ueyd
HRV_0012,3WS1NTTKEZM9M81527FN7NL3DCI0FW,3K3IX1W4S61EREQNIA3JJ3FWUMQPA9,https://www.mturk.com,2022-11-30 17:20:37,uxl5qIQpBporRFPk
HRV_0013,30OG32W0SVLK1QTG82XF0HWG94ENEC,32FESTC2NH0FCYVHJAY4Z4SJ263CUU,https://www.mturk.com,2022-11-30 17:20:37,Mi6PRK2xLkoXaRd9
HRV_0014,3TS1AR6UQRON4J1PN60WM2VQLQOF7B,3A3KKYU7P3R5DOWDRZ7JKOISH0IWMV,https://www.mturk.com,2022-11-30 17:20:38,xKX9tZ8bWyNLNVXx
HRV_0015,3YOH7BII0AH0VVUZ6FU98T3YF4CKVA,3W0KKJIARRJZXZ0S8KEXRVN2AOKK8Z,https://www.mturk.com,2022-11-30 17:20:43,LprDK3xtZfs7QfuI
HRV_0016,3JV9LGBJWUO03PPJFCNGF9HXCUXGO0,32FESTC2NH0FCYVHJAY4Z4SJ263CUU,https://www.mturk.com,2022-11-30 17:20:44,TxeTF82EKbZ0ThYm
HRV_0017,3V0Z7YWSIZA5EFQ9H9O58XH4Y4PV2Y,3W0KKJIARRJZXZ0S8KEXRVN2AOKK8Z,https://www.mturk.com,2022-11-30 17:20:47,rA9Wfmqdp1ImjlZm
HRV_0018,3OLF68YTNAB5NLZNU9CGWTXGMYUAFX,3A3KKYU7P3R5DOWDRZ7JKOISH0IWMV,https://www.mturk.com,2022-11-30 17:20:47,SJFzKUyA5IMRlEOQ
HRV_0019,34Z02EIMITNJ5DJ6XRKCOR044LQ0T4,3P7RGTLO6ENDGNT75IYBNMTX0CKKA3,https://www.mturk.com,2022-11-30 17:20:50,CBzaEi4nrmJ98ujt
HRV_0020,3H7XDTSHKD188YYL6YEQW3UJFWWGWC,3P7RGTLO6ENDGNT75IYBNMTX0CKKA3,https://www.mturk.com,2022-11-30 17:20:56,8N6P4rzWeLkzd3lD
HRV_0021,3V26SBZTBEOCTAYV7DMMGE477OUZZA,33W1NHWFYHVDKER2BJS25672SAITZJ,https://www.mturk.com,2022-11-30 17:20:57,rlNKnuz8mlugSt6U
HRV_0022,3FIJLY1B6VECAP5PJSUDMOMBLKUFPI,3CKVGCS3PGFF3T8XIPAKP28U8KLS01,https://www.mturk.com,2022-11-30 17:21:01,63Zu7sbAvqf8oID2
HRV_0023,3VHHR074H4R94BBL9H3UHF0AIMA7L8,375VSR8FVWJ04ZEA7UN75R6K4PLRZ4,https://www.mturk.com,2022-11-30 17:21:02,kz3aAgW1rfmgnUdD
HRV_0024,3EQHHY4HQT2EVFJ1AXRH63H6VZT5GL,3X52SWXE0XFS42KMEAD5HSDGNMECWT,https://www.mturk.com,2022-11-30 17:21:06,45NGzH4diyI7msQk
HRV_0025,3A0EX8ZRN9YG6MLA5D40GPO2AR4YBC,3RTFSSG7T8GL76ESRN64KB33HVSWLT,https://www.mturk.com,2022-11-30 17:21:07,4mnp05hOn4PaZ53y
HRV_0026,3M23Y66PO3HD4OS6AGV3NNE9F5Y6SM,3K3IX1W4S61EREQNIA3JJ3FWUMQPA9,https://www.mturk.com,2022-11-30 17:21:09,M1Jo4reMsp4ZClwz
HRV_0027,3634BBTX0P4KT3IL6X4TDRLZZ6ZFI6,3MA5N0ATTCLAN0WA6NU35BQOSVNWKQ,https://www.mturk.com,2022-11-30 17:21:09,D61mrHZiVJuMl0sm
HRV_0028,3LWJHTCVCDWXA164J592MTCLQGGFQ9,3P7RGTLO6ENDGNT75IYBNMTX0CKKA3,https://www.mturk.com,2022-11-30 17:21:10,mmMNcH5ibR502QWi
HRV_0029,317HQ483I82WHVV24LN6LWU81XLNIL,33W1NHWFYHVDKER2BJS25672SAITZJ,https://www.mturk.com,2022-11-30 17:21:11,9ff2SbsnQRgk9eZN
HRV_0030,3X73LLYYQ2OWL0KIY35LLKTT1K6NHS,3I7KR83SNANZB4J2DCKBRRIDUU2K9O,https://www.mturk.com,2022-11-30 17:21:11,6Ykhvexa5qB5rOLT
HRV_0031,3WYGZ5XF3XPK33DVCKP4X6JRG0IKS5,33QQ60S6ASSVI6017U5K43QITH6U0J,https://www.mturk.com,2022-11-30 17:21:13,SMdNHS5vWdIjjNAK
HRV_0032,3VHHR074H4R94BBL9H3UHF0AIMAL7M,3CKVGCS3PGFF3T8XIPAKP28U8KLS01,https://www.mturk.com,2022-11-30 17:21:20,Sx6kKLrkTnFMz2lg
HRV_0033,3PQ8K71NHYUARUIFJTQOISMPPIHAAK,3OQQD2WO8IGMQ74YW0YPNY0E2Y3I3U,https://www.mturk.com,2022-11-30 17:21:23,pvxLerBhII6Yz0Hc
HRV_0034,3KAKFY4PGVCPDR2SM23RCIW2WGUI30,3LB1BGHFL26DFOHXFXQJRZY0MGETYS,https://www.mturk.com,2022-11-30 17:21:24,J2owPIik8MlLi99f
HRV_0035,38F5OAUN5OM7IFSVIWOWPN731517H1,3W0KKJIARRJZXZ0S8KEXRVN2AOKK8Z,https://www.mturk.com,2022-11-30 17:21:25,tgRW5w2nebYMVl6Q
HRV_0036,3I0BTBYZAYVFMZI07X7BW8SJJN80YT,32FESTC2NH0FCYVHJAY4Z4SJ263CUU,https://www.mturk.com,2022-11-30 17:21:25,ZJP6UIeYFrsLUSzi
HRV_0037,386PBUZZXG72O6CNAQSRK55J9H9JLQ,3RTFSSG7T8GL76ESRN64KB33HVSWLT,https://www.mturk.com,2022-11-30 17:21:33,q2oqQ6iAOvh0iioQ
HRV_0038,3VE8AYVF8N7R4X68XBS202RLWAUF8Y,3OWZNK3RYLZ2EG3FMH9YNRJXQFQU23,https://www.mturk.com,2022-11-30 17:21:36,aOhGn9HHPz9b16LK
HRV_0039,30X31N5D640ERQ490TCF3SGVBOOASG,3EKTG13IZUDP2UKENL0HBD1CJTEMLS,https://www.mturk.com,2022-11-30 17:21:38,OIYdGtEiQQw8Rw7m
HRV_0040,3HOSI13XH0Y6N8O3ND8SYU21VOBDDR,3X52SWXE0XFS42KMEAD5HSDGNMECWT,https://www.mturk.com,2022-11-30 17:21:38,0r0pH3ykzjsIcfSG
HRV_0041,3RSDURM96BWEDPXUF46QHXUNDOHYEC,3I7KR83SNANZB4J2DCKBRRIDUU2K9O,https://www.mturk.com,2022-11-30 17:21:42,XxVZpw0D7BSrABP8
HRV_0042,3JJVG1YBEC7I4YBQUBZ35SQ9FM15B4,3MA5N0ATTCLAN0WA6NU35BQOSVNWKQ,https://www.mturk.com,2022-11-30 17:21:44,pvVqoN6fP8zTvF1i
HRV_0043,3ZGVPD4G6URG7YPW1LX4UQ3QMS8TZO,3W0KKJIARRJZXZ0S8KEXRVN2AOKK8Z,https://www.mturk.com,2022-11-30 17:21:44,KdQ3NsKtca87GWQR
HRV_0044,35LDD5557BEH580QSNTILXKLOB0KMT,32CAVSKPCEZVPVLJ3D9KI89SY9CU1M,https://www.mturk.com,2022-11-30 17:21:45,dS2s9UbZwn4Iyqe0
HRV_0045,3FFJ6VRIL2YTWZ3V3FL8AKYVT4AI05,3X52SWXE0XFS42KMEAD5HSDGNMECWT,https://www.mturk.com,2022-11-30 17:21:49,nBllEPgwT3mj1Hv3
HRV_0046,384PI804XTBIQD6R8RFMEM4I22C0SF,341YLJU21I9X5P8FS0KK4OVMWK3I2J,https://www.mturk.com,2022-11-30 17:21:51,NdYDEaLmTMerp8yG
HRV_0047,3AQF3RZ559S40JNK4WV4GOVUQF4F6C,32CAVSKPCEZVPVLJ3D9KI89SY9CU1M,https://www.mturk.com,2022-11-30 17:21:53,4fktn3FH5d6dv3rh
HRV_0048,3SB5N7Y3O4EF08X0DRL5P8LFERIG0B,3CKVGCS3PGFF3T8XIPAKP28U8KLS01,https://www.mturk.com,2022-11-30 17:21:54,73THcyKiUqRkEHAC
HRV_0049,3YHH42UU5CPVM0B1OIIL20QNA840L1,3PEG1BH7AE1IZXYZBWY7IXD3IU5KBY,https://www.mturk.com,2022-11-30 17:21:54,jbLlhCz5oXQtrmNe
HRV_0050,3F0BG9B9MQXT4AIKSWSKBN26R1DY7Q,3A3KKYU7P3R5DOWDRZ7JKOISH0IWMV,https://www.mturk.com,2022-11-30 17:21:58,lCfuQrhZaJUjDr1w
HRV_0051,3K9FOBBF2ITY7W38POKJDCM0I1ELNW,341YLJU21I9X5P8FS0KK4OVMWK3I2J,https://www.mturk.com,2022-11-30 17:22:13,9wpljGXjZtX5X3If
HRV_0052,3CFVK00FWMVQ0BXGQ7Y2B10ENBQL6N,3I7KR83SNANZB4J2DCKBRRIDUU2K9O,https://www.mturk.com,2022-11-30 17:22:13,S1HP4q26cZNIS9tT
HRV_0053,3E337GFOLAIIL4P7EXN30KHSMKTNGT,341YLJU21I9X5P8FS0KK4OVMWK3I2J,https://www.mturk.com,2022-11-30 17:22:16,1hbNryPwBEGM0eEE
HRV_0054,3OJSZ2ATDT6V2M80HUNN0Q4DWWA57I,3OQQD2WO8IGMQ74YW0YPNY0E2Y3I3U,https://www.mturk.com,2022-11-30 17:22:16,UHOCwvDw02CtlPnr
HRV_0055,36TFCYNS45K1XUYM09SUJMKR3YGHX6,3PEG1BH7AE1IZXYZBWY7IXD3IU5KBY,https://www.mturk.com,2022-11-30 17:22:25,en925xZECSg4EKGJ
HRV_0056,3K9FOBBF2ITY7W38POKJDCM0I1FNLZ,33W1NHWFYHVDKER2BJS25672SAITZJ,https://www.mturk.com,2022-11-30 17:22:30,5vvoifm0t5ZnO8z6
HRV_0057,3AQF3RZ559S40JNK4WV4GOVUQF46F3,3PEG1BH7AE1IZXYZBWY7IXD3IU5KBY,https://www.mturk.com,2022-11-30 17:22:46,wPv3cB7kFX1gWoLi
HRV_0058,3D8YOU6S9FUTJ1KAZLQ32OWX02J6U2,341YLJU21I9X5P8FS0KK4OVMWK3I2J,https://www.mturk.com,2022-11-30 17:22:50,zbhUAXi22ZVSMI56
HRV_0059,3KRVW3HTZOVFTRDYXW2KCJBV55CMSB,3LB1BGHFL26DFOHXFXQJRZY0MGETYS,https://www.mturk.com,2022-11-30 17:22:55,8HgBpMz9Djwkw8cu
HRV_0060,3R9WASFE20Q6OT7V61SFDMOPVJ1FZ3,3CKVGCS3PGFF3T8XIPAKP28U8KLS01,https://www.mturk.com,2022-11-30 17:23:06,WocNM9iv0Cj2oOUx
HRV_0061,3E7TUJ2EGDWUKIBMBX3QCYJB43WD9A,3DZKABX2ZIFFPDKHO089VQU2GDCCVJ,https://www.mturk.com,2022-11-30 17:23:13,yVhHJTz98ztzecEG
HRV_0062,30LSNF239V50S969I2PMT8RAQ2UI2P,3W0KKJIARRJZXZ0S8KEXRVN2AOKK8Z,https://www.mturk.com,2022-11-30 17:23:15,Q0assqzOer5xaAAf
HRV_0063,31T4R4OBOTQG17HFW4AVEWANODW7CS,3EKTG13IZUDP2UKENL0HBD1CJTEMLS,https://www.mturk.com,2022-11-30 17:23:20,b0DT5sFNHwbyhFC9
HRV_0064,3FPRZHYEPZHUZXMSL92AR7MW4IQ3VI,32CAVSKPCEZVPVLJ3D9KI89SY9CU1M,https://www.mturk.com,2022-11-30 17:23:23,0nzF5zlvx1iBkCUm
HRV_0065,30X31N5D640ERQ490TCF3SGVBOPSAZ,3B9J25CZ25NZXL3DU534K3AVH9ICSE,https://www.mturk.com,2022-11-30 17:23:31,pBAXwPz2Ag7bI1lH
HRV_0066,3EJPLAJKENQA50EK58PBJGBC2KY6ZR,3NFWQRSHVEO3ASEWQ7ZO3VCVQBGFG8,https://www.mturk.com,2022-11-30 17:23:32,fZAO6k6tLky21M1u
HRV_0067,3GFK2QRXXARAS191P2VZS63UPNJ5WK,3NFWQRSHVEO3ASEWQ7ZO3VCVQBGFG8,https://www.mturk.com,2022-11-30 17:23:36,ByRYRRlK0wcayO6a
HRV_0068,31JLPPHS2V4Z9DDVKXGWWFSO8PT3OG,375VSR8FVWJ04ZEA7UN75R6K4PLRZ4,https://www.mturk.com,2022-11-30 17:23:56,MJyzRmIgOxzG1s7n
HRV_0069,3WSELTNVR4CF6QHOPTH5DXCHD72AT5,3RTFSSG7T8GL76ESRN64KB33HVSWLT,https://www.mturk.com,2022-11-30 17:24:01,GMFE7ehp98S3UPGj
HRV_0070,3EWIJTFFVPHHGU197WVHP5031B30EE,374UMBUHN5Z0CLGSJ58UU86HJSWCT3,https://www.mturk.com,2022-11-30 17:24:06,LfMqBktzwAG6WOiZ
HRV_0071,3WR9XG3T64LD63403P4DVYYZW0F74F,375VSR8FVWJ04ZEA7UN75R6K4PLRZ4,https://www.mturk.com,2022-11-30 17:24:08,K3rFWq40QaAPnjn4
HRV_0072,3483FV8BEFTKZPB8G1GXW515HBZ62J,32FESTC2NH0FCYVHJAY4Z4SJ263CUU,https://www.mturk.com,2022-11-30 17:24:32,uxMWiKOyYJkcMzhX
HRV_0073,33CKWXB73KUI3ISFRR42WQ0JHU511Z,33QQ60S6ASSVI6017U5K43QITH6U0J,https://www.mturk.com,2022-11-30 17:24:39,J9QzgX4mdqWkfEzt
HRV_0074,3AQF3RZ559S40JNK4WV4GOVUQF46F3,3PEG1BH7AE1IZXYZBWY7IXD3IU5KBY,https://www.mturk.com,2022-11-30 17:24:47,lN5xUry6uXVT0HwU
HRV_0075,37Z929RLGAIJ6M3I6T3WYX6NZD8TSJ,3BDORL6HKKNNW630FG3ZUT5ZV7ZCRQ,https://www.mturk.com,2022-11-30 17:24:57,MdOrcVrLcWrgVUvr
HRV_0076,3ATPCQ38J9KBNCGIZZ44LE4WS9JYAH,3KA7IJSNW6FJAOVFOO3FEEZ2C4BPB4,https://www.mturk.com,2022-11-30 17:25:22,MspyeCswMI8PUeER
HRV_0077,3M1CVSFP61F2EAPW8PNA8S1UT03AQR,3NFWQRSHVEO3ASEWQ7ZO3VCVQBGFG8,https://www.mturk.com,2022-11-30 17:25:34,TVn22vycYpn30jJ6
HRV_0078,3STRJBFXOX1LI3QA1KUU7BFDIJWKTU,3A3KKYU7P3R5DOWDRZ7JKOISH0IWMV,https://www.mturk.com,2022-11-30 17:25:44,QZTfECeBWpfzAcYj
HRV_0079,38F71OA9GU66PM8CRC2L5KSGGFJFMM,3KA7IJSNW6FJAOVFOO3FEEZ2C4BPB4,https://www.mturk.com,2022-11-30 17:25:57,QvWvAeZu0fPiiCDT
HRV_0080,3WYP994K181A0A4F9MNS592AWQTY6R,3A3KKYU7P3R5DOWDRZ7JKOISH0IWMV,https://www.mturk.com,2022-11-30 17:26:06,o0rzmneLczv1n2iz
HRV_0081,3QHK8ZVMINSW6NEBMYFAMHM61C0BLX,3P7RGTLO6ENDGNT75IYBNMTX0CKKA3,https://www.mturk.com,2022-11-30 17:26:13,4P56pleOdA6ESp68
HRV_0082,345LHZDEDY2UMIXSGJS5VLKDQBGU3J,3P7RGTLO6ENDGNT75IYBNMTX0CKKA3,https://www.mturk.com,2022-11-30 17:26:33,AjkhdLyeajAiAZw6
HRV_0083,3EQHHY4HQT2EVFJ1AXRH63H6VZT5GL,3X52SWXE0XFS42KMEAD5HSDGNMECWT,https://www.mturk.com,2022-11-30 17:26:36,6hDTjVnqIgjBZKXy
HRV_0084,3KJYX6QCMAL5KBOHOUUX7E3L0FBVJL,3CKVGCS3PGFF3T8XIPAKP28U8KLS01,https://www.mturk.com,2022-11-30 17:26:51,dkTcPLfr1jia9l80
HRV_0085,3F0BG9B9MQXT4AIKSWSKBN26R1DY7Q,3A3KKYU7P3R5DOWDRZ7JKOISH0IWMV,https://www.mturk.com,2022-11-30 17:27:05,qTirdDqUHlyl5CH2
HRV_0086,3KGTPGBS6YV51019CJE0CBFLKXGU28,32FESTC2NH0FCYVHJAY4Z4SJ263CUU,https://www.mturk.com,2022-11-30 17:27:13,n87t0SgBnMLEBuIw
HRV_0087,3S0TNUHWKUSU6DSC65XCC2O0KXED8L,32FESTC2NH0FCYVHJAY4Z4SJ263CUU,https://www.mturk.com,2022-11-30 17:27:20,UfGGFUw3FEgY4Nje
HRV_0088,31UV0MXWNRMSR6PW0LRKRFUMACLI5Q,3BDORL6HKKNNW630FG3ZUT5ZV7ZCRQ,https://www.mturk.com,2022-11-30 17:27:33,g5mz2J2q1oh4ktBR
HRV_0089,33OOO72IVIV3Z5EM97DWJS25DAMTCP,3K3IX1W4S61EREQNIA3JJ3FWUMQPA9,https://www.mturk.com,2022-11-30 17:28:04,hEU2lxuxktjHBAEF
HRV_0090,3JWH6J9I9TNMUNHWYBVPZ9QV670BNZ,374UMBUHN5Z0CLGSJ58UU86HJSWCT3,https://www.mturk.com,2022-11-30 17:28:08,tzWlB7ozmBjrtpb1
HRV_0091,3N1FSUEFL6ATNC5AU27ZVQ8VIBID4E,3OWZNK3RYLZ2EG3FMH9YNRJXQFQU23,https://www.mturk.com,2022-11-30 17:28:13,J0VDkdImkqYBdMKp
HRV_0092,31Q0U3WYDQPWE47HG7LBX0RWKG5712,3XDSWAMB222NK5O021EZP3VUZLXCQP,https://www.mturk.com,2022-11-30 17:28:24,7cLxdpxLZHgMUwx1
HRV_0093,32EYX73OY1JM5KIUR9T1DJNTWPWURN,3K3IX1W4S61EREQNIA3JJ3FWUMQPA9,https://www.mturk.com,2022-11-30 17:28:27,gDBBkJWzjNKZKn9y
HRV_0094,3DZQRBDBSMPE755OREX5GK2P5EW3SD,3OQQD2WO8IGMQ74YW0YPNY0E2Y3I3U,https://www.mturk.com,2022-11-30 17:28:35,ncnLlg5oz2LWgLXK
HRV_0095,3F0BG9B9MQXT4AIKSWSKBN26R1E7Y0,3RTFSSG7T8GL76ESRN64KB33HVSWLT,https://www.mturk.com,2022-11-30 17:28:49,ZB11dGufiINPb43p
HRV_0096,3E1QT0TDFQJBEO8YYJYN3Z4DC2MI8S,3BDORL6HKKNNW630FG3ZUT5ZV7ZCRQ,https://www.mturk.com,2022-11-30 17:29:16,EvGJZRrtMuLCY9SA
HRV_0097,3FTOP5WARGYPRAN1LX68MLDV6JZ0JZ,3PEG1BH7AE1IZXYZBWY7IXD3IU5KBY,https://www.mturk.com,2022-11-30 17:29:31,oWQD69UZfPdg34tm
HRV_0098,34Z02EIMITNJ5DJ6XRKCOR044LQ0T4,3P7RGTLO6ENDGNT75IYBNMTX0CKKA3,https://www.mturk.com,2022-11-30 17:30:04,swGVHfpaHOyenWS4
HRV_0099,35L9RVQFCPS9GQ4RV4H7ZFLN9GZHUE,3KA7IJSNW6FJAOVFOO3FEEZ2C4BPB4,https://www.mturk.com,2022-11-30 17:30:20,t5HqKc2LNpPe2zv2
HRV_0100,324G5B4FB4IW7FMZKOHBJV8MFOZ70Z,32CAVSKPCEZVPVLJ3D9KI89SY9CU1M,https://www.mturk.com,2022-11-30 17:30:52,RYnH0wLF2Er94AB3
HRV_0101,3I3WADAZ9RE2NS0ZYG4PBCQ8MLJO5Q,3W0KKJIARRJZXZ0S8KEXRVN2AOKK8Z,https://www.mturk.com,2022-11-30 17:31:01,G5uEUyucHgapk3gF
HRV_0102,39RP059MEI3GC5WWMAGPMU1V1HQMBA,3XDSWAMB222NK5O021EZP3VUZLXCQP,https://www.mturk.com,2022-11-30 17:31:15,zNuG1Agjgza9Fb4k
HRV_0103,3DYGAII7PMI91EVYX857YNQPSM2QPM,374UMBUHN5Z0CLGSJ58UU86HJSWCT3,https://www.mturk.com,2022-11-30 17:31:26,XRqdgUyP4Ob8t5cz
HRV_0104,3E7TUJ2EGDWUKIBMBX3QCYJB43WD9A,3DZKABX2ZIFFPDKHO089VQU2GDCCVJ,https://www.mturk.com,2022-11-30 17:31:39,Jx1aVOyxPQzcYCAj
HRV_0105,3L6L49WXW17YJZQHFWPGXEK35UK54Y,33W1NHWFYHVDKER2BJS25672SAITZJ,https://www.mturk.com,2022-11-30 17:31:46,k9PBSOW1cthkOFyE
HRV_0106,36H9ULYP634GOE2ROFPTPS0ZCLOFJI,33QQ60S6ASSVI6017U5K43QITH6U0J,https://www.mturk.com,2022-11-30 17:31:53,udz8USghnpn3kLs2
HRV_0107,3D3VGR7TA1P26Q5BCPX0QAXTJCD3RP,3X52SWXE0XFS42KMEAD5HSDGNMECWT,https://www.mturk.com,2022-11-30 17:31:56,BUIazSmK9xfGKXPL
